400361 - Sodium bicarbonate (E 500)	200001 - Algol Chemicals OÜ	2010	10400	EE	Tallinn	Peterburi tee 44 Tallinn
400459 - Potassium nitrate (E 252)	200001 - Algol Chemicals OÜ	2010	100	EE	Tallinn	Peterburi tee 44 Tallinn
400361 - Sodium bicarbonate (E 500)	200001 - Algol Chemicals OÜ	2011	8400	EE	Tallinn	Peterburi tee 44 Tallinn
400459 - Potassium nitrate (E 252)	200001 - Algol Chemicals OÜ	2011	600	EE	Tallinn	Peterburi tee 44 Tallinn
401114 - Ammonium bikarbonate H Food grade SIX NOT	200001 - Algol Chemicals OÜ	2011	100	EE	Tallinn	Peterburi tee 44 Tallinn
400361 - Sodium bicarbonate (E 500)	200001 - Algol Chemicals OÜ	2012	9450	EE	Tallinn	Peterburi tee 44 Tallinn
400459 - Potassium nitrate (E 252)	200001 - Algol Chemicals OÜ	2012	800	EE	Tallinn	Peterburi tee 44 Tallinn
400027 - Anti caking agent (E 551) AF (nano)	200001 - Algol Chemicals OÜ	2013	28665	EE	Tallinn	Peterburi tee 44 Tallinn
400361 - Sodium bicarbonate (E 500)	200001 - Algol Chemicals OÜ	2013	11500	EE	Tallinn	Peterburi tee 44 Tallinn
400364 - Calcium chloride (E 509)	200001 - Algol Chemicals OÜ	2013	400	EE	Tallinn	Peterburi tee 44 Tallinn
400459 - Potassium nitrate (E 252)	200001 - Algol Chemicals OÜ	2013	300	EE	Tallinn	Peterburi tee 44 Tallinn
400942 - Ammonium chloride	200001 - Algol Chemicals OÜ	2013	25	EE	Tallinn	Peterburi tee 44 Tallinn
400027 - Anti caking agent (E 551) AF (nano)	200001 - Algol Chemicals OÜ	2014	18135	EE	Tallinn	Peterburi tee 44 Tallinn
400361 - Sodium bicarbonate (E 500)	200001 - Algol Chemicals OÜ	2014	7350	EE	Tallinn	Peterburi tee 44 Tallinn
400459 - Potassium nitrate (E 252)	200001 - Algol Chemicals OÜ	2014	75	EE	Tallinn	Peterburi tee 44 Tallinn
400039 - Milk Lactose fine	200003 - EWALCO AB	2007	1000	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400514 - Milk powder skimmed	200003 - EWALCO AB	2007	800	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400649 - Whey powder Not Active	200003 - EWALCO AB	2007	200	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
700258 - Gistex XII powder 24 Not active	200003 - EWALCO AB	2007	2000	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
700437 - Yeast extract - Maxavor Not active	200003 - EWALCO AB	2007	1000	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
700634 - Maxarome plus powder Not active	200003 - EWALCO AB	2007	25	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400258 - Yeast Extract light NOT ACTIVE	200003 - EWALCO AB	2008	1000	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400437 - Yeast extract -Maxavor YB 2512 Not active	200003 - EWALCO AB	2008	1500	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400514 - Milk powder skimmed	200003 - EWALCO AB	2008	950	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400649 - Whey powder Not Active	200003 - EWALCO AB	2008	3575	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400725 - Yeast extract - Flavour enhancer Select N	200003 - EWALCO AB	2008	180	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400743 - Yeast Extract Dark Roast NOT ACTIVE	200003 - EWALCO AB	2008	150	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400258 - Yeast Extract light NOT ACTIVE	200003 - EWALCO AB	2009	500	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400437 - Yeast extract -Maxavor YB 2512 Not active	200003 - EWALCO AB	2009	8500	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400649 - Whey powder Not Active	200003 - EWALCO AB	2009	2025	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400708 - Yeast Extract Savoury NOT ACTIVE	200003 - EWALCO AB	2009	200	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400725 - Yeast extract - Flavour enhancer Select N	200003 - EWALCO AB	2009	560	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400743 - Yeast Extract Dark Roast NOT ACTIVE	200003 - EWALCO AB	2009	825	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400437 - Yeast extract -Maxavor YB 2512 Not active	200003 - EWALCO AB	2010	500	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400649 - Whey powder Not Active	200003 - EWALCO AB	2010	675	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400743 - Yeast Extract Dark Roast NOT ACTIVE	200003 - EWALCO AB	2010	400	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400816 - Yeast extract enhancer 1% salt	200003 - EWALCO AB	2010	1480	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400743 - Yeast Extract Dark Roast NOT ACTIVE	200003 - EWALCO AB	2011	100	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
740098 - Butter milk 1018 NOT ACTIVE	200003 - EWALCO AB	2011	2	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
401501 - Butter milk NOT ACTIVE	200003 - EWALCO AB	2012	25	SE	Mölndal	Baggakersgatan 4A 43153 Mölndal Sweden Mölndal
400014 - Ascorbic acid (E 300) AF	200006 - Bang & Bonsomer Eesti AS	2008	5000	EE	Tallinn	Järvevana tee 9F Tallinn
400018 - Sodium ascorbate  (E 301)	200006 - Bang & Bonsomer Eesti AS	2008	3000	EE	Tallinn	Järvevana tee 9F Tallinn
400365 - Sodium alginate (E 401) Not active	200006 - Bang & Bonsomer Eesti AS	2008	50	EE	Tallinn	Järvevana tee 9F Tallinn
400706 - Sodiumdiacetate (E 262 ii) (K)	200006 - Bang & Bonsomer Eesti AS	2009	125	EE	Tallinn	Järvevana tee 9F Tallinn
400751 - Glycine Food grade NOT ACTIVE	200006 - Bang & Bonsomer Eesti AS	2009	2000	EE	Tallinn	Järvevana tee 9F Tallinn
400751 - Glycine Food grade NOT ACTIVE	200006 - Bang & Bonsomer Eesti AS	2010	1000	EE	Tallinn	Järvevana tee 9F Tallinn
400043 - Starch Maize native (K)	200006 - Bang & Bonsomer Eesti AS	2011	10500	EE	Tallinn	Järvevana tee 9F Tallinn
400063 - Glucose syrup DE 21 AF (K)	200006 - Bang & Bonsomer Eesti AS	2011	39600	EE	Tallinn	Järvevana tee 9F Tallinn
400376 - Starch modified Waxy maize CU 20 (E 1422)	200006 - Bang & Bonsomer Eesti AS	2011	27000	EE	Tallinn	Järvevana tee 9F Tallinn
400377 - Maltodextrine Maize DE 12	200006 - Bang & Bonsomer Eesti AS	2011	111000	EE	Tallinn	Järvevana tee 9F Tallinn
400546 - Dextrose fine Maize AF	200006 - Bang & Bonsomer Eesti AS	2011	242500	EE	Tallinn	Järvevana tee 9F Tallinn
400546 - Dextrose fine Maize AF	200006 - Bang & Bonsomer Eesti AS	2012	113600	EE	Tallinn	Järvevana tee 9F Tallinn
400043 - Starch Maize native (K)	200006 - Bang & Bonsomer Eesti AS	2013	1000	EE	Tallinn	Järvevana tee 9F Tallinn
400063 - Glucose syrup DE 21 AF (K)	200006 - Bang & Bonsomer Eesti AS	2013	42900	EE	Tallinn	Järvevana tee 9F Tallinn
400135 - Starch modified Potato PG (E 1442)	200006 - Bang & Bonsomer Eesti AS	2013	760	EE	Tallinn	Järvevana tee 9F Tallinn
400376 - Starch modified Waxy maize CU 20 (E 1422)	200006 - Bang & Bonsomer Eesti AS	2013	18500	EE	Tallinn	Järvevana tee 9F Tallinn
400546 - Dextrose fine Maize AF	200006 - Bang & Bonsomer Eesti AS	2013	327000	EE	Tallinn	Järvevana tee 9F Tallinn
400894 - Starch modified potato PG E1414	200006 - Bang & Bonsomer Eesti AS	2013	300	EE	Tallinn	Järvevana tee 9F Tallinn
400931 - Aspartame SIX NOD	200006 - Bang & Bonsomer Eesti AS	2013	100	EE	Tallinn	Järvevana tee 9F Tallinn
400933 - Magnesium carbonate (E 504)	200006 - Bang & Bonsomer Eesti AS	2013	300	EE	Tallinn	Järvevana tee 9F Tallinn
400135 - Starch modified Potato PG (E 1442)	200006 - Bang & Bonsomer Eesti AS	2014	1240	EE	Tallinn	Järvevana tee 9F Tallinn
400546 - Dextrose fine Maize AF	200006 - Bang & Bonsomer Eesti AS	2014	144000	EE	Tallinn	Järvevana tee 9F Tallinn
400894 - Starch modified potato PG E1414	200006 - Bang & Bonsomer Eesti AS	2014	300	EE	Tallinn	Järvevana tee 9F Tallinn
400931 - Aspartame SIX NOD	200006 - Bang & Bonsomer Eesti AS	2014	25	EE	Tallinn	Järvevana tee 9F Tallinn
400933 - Magnesium carbonate (E 504)	200006 - Bang & Bonsomer Eesti AS	2014	120	EE	Tallinn	Järvevana tee 9F Tallinn
401461 - Starch modified potato CU (E 1414)	200006 - Bang & Bonsomer Eesti AS	2014	1000	EE	Tallinn	Järvevana tee 9F Tallinn
400135 - Starch modified Potato PG (E 1442)	200007 - Baltic Food Ingredients OÜ Not active	2007	400	EE	Tallinn	Liimi 1 Tallinn
400244 - Monosodium glutamate 80 mesh (E 621)	200007 - Baltic Food Ingredients OÜ Not active	2007	21000	EE	Tallinn	Liimi 1 Tallinn
400244 - Monosodium glutamate 80 mesh (E 621)	200007 - Baltic Food Ingredients OÜ Not active	2008	42000	EE	Tallinn	Liimi 1 Tallinn
400020 - Fiber Citrus AF	200010 - B. Engelhardt & Co AB	2008	6000	SE	Västra frölunda	Box 49 Västra frölunda
400058 - Bambufibre Bf 40 Not active	200010 - B. Engelhardt & Co AB	2008	300	SE	Västra frölunda	Box 49 Västra frölunda
400638 - Cheese powder Cheddar NTU	200010 - B. Engelhardt & Co AB	2008	525	SE	Västra frölunda	Box 49 Västra frölunda
400755 - Fiber Bambufibre BF 200 Not active	200010 - B. Engelhardt & Co AB	2008	216	SE	Västra frölunda	Box 49 Västra frölunda
400020 - Fiber Citrus AF	200010 - B. Engelhardt & Co AB	2009	12000	SE	Västra frölunda	Box 49 Västra frölunda
400638 - Cheese powder Cheddar NTU	200010 - B. Engelhardt & Co AB	2009	675	SE	Västra frölunda	Box 49 Västra frölunda
400020 - Fiber Citrus AF	200010 - B. Engelhardt & Co AB	2010	1000	SE	Västra frölunda	Box 49 Västra frölunda
400638 - Cheese powder Cheddar NTU	200010 - B. Engelhardt & Co AB	2010	1000	SE	Västra frölunda	Box 49 Västra frölunda
400638 - Cheese powder Cheddar NTU	200010 - B. Engelhardt & Co AB	2011	1175	SE	Västra frölunda	Box 49 Västra frölunda
400638 - Cheese powder Cheddar NTU	200010 - B. Engelhardt & Co AB	2012	750	SE	Västra frölunda	Box 49 Västra frölunda
400287 - Rapeseed oil AF	200011 - Leipurin Estonia  AS	2008	11715	EE	Tallinn	Betooni 6 Tallinn
400287 - Rapeseed oil AF	200011 - Leipurin Estonia  AS	2009	19800	EE	Tallinn	Betooni 6 Tallinn
400287 - Rapeseed oil AF	200011 - Leipurin Estonia  AS	2010	4500	EE	Tallinn	Betooni 6 Tallinn
400867 - Bread crumbs rye finer quality	200011 - Leipurin Estonia  AS	2010	6000	EE	Tallinn	Betooni 6 Tallinn
740041 - Bread crumbs rye finer quality Not active	200011 - Leipurin Estonia  AS	2010	2050	EE	Tallinn	Betooni 6 Tallinn
400287 - Rapeseed oil AF	200011 - Leipurin Estonia  AS	2011	1800	EE	Tallinn	Betooni 6 Tallinn
400867 - Bread crumbs rye finer quality	200011 - Leipurin Estonia  AS	2011	8000	EE	Tallinn	Betooni 6 Tallinn
400867 - Bread crumbs rye finer quality	200011 - Leipurin Estonia  AS	2012	3000	EE	Tallinn	Betooni 6 Tallinn
400721 - Protein Beef Plasma powder	200012 - BHJ Ingredients Sweden	2008	11320	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400793 - Hemoglobin Beef powder Not active	200012 - BHJ Ingredients Sweden	2008	60	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400721 - Protein Beef Plasma powder	200012 - BHJ Ingredients Sweden	2009	15700	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400793 - Hemoglobin Beef powder Not active	200012 - BHJ Ingredients Sweden	2009	30	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400721 - Protein Beef Plasma powder	200012 - BHJ Ingredients Sweden	2010	28780	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400793 - Hemoglobin Beef powder Not active	200012 - BHJ Ingredients Sweden	2010	50	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400721 - Protein Beef Plasma powder	200012 - BHJ Ingredients Sweden	2011	1200	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400558 - Protein Beef Scanpro B100	200012 - BHJ Ingredients Sweden	2013	18600	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400864 - Chicken stock	200012 - BHJ Ingredients Sweden	2013	3000	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400558 - Protein Beef Scanpro B100	200012 - BHJ Ingredients Sweden	2014	4800	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400864 - Chicken stock	200012 - BHJ Ingredients Sweden	2014	1200	SE	Eslöv	Pinnavägen 3 Stidsvig  S-26491 Klippan Eslöv
400206 - Red bell pepper 0.3-1.0 HT	200013 - BRÜCKNER-WERKE KG	2008	860	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
400341 - Red bell pepper 2.0-3.0 HT AF	200013 - BRÜCKNER-WERKE KG	2008	3360	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
400206 - Red bell pepper 0.3-1.0 HT	200013 - BRÜCKNER-WERKE KG	2009	4560	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
400341 - Red bell pepper 2.0-3.0 HT AF	200013 - BRÜCKNER-WERKE KG	2009	4800	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
702692 - Carrots dehydrated 82660 2mm	200013 - BRÜCKNER-WERKE KG	2009	1456	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
702692 - Carrots dehydrated 82660 2mm	200013 - BRÜCKNER-WERKE KG	2010	2184	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
400576 - Leek green/white 1.0x3.0	200013 - BRÜCKNER-WERKE KG	2011	105	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
400821 - Carrot 1mm	200013 - BRÜCKNER-WERKE KG	2011	156	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
702692 - Carrots dehydrated 82660 2mm	200013 - BRÜCKNER-WERKE KG	2011	3614	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
702707 - Carrot dices 9x9mm	200013 - BRÜCKNER-WERKE KG	2011	960	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
400576 - Leek green/white 1.0x3.0	200013 - BRÜCKNER-WERKE KG	2012	240	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
400821 - Carrot 1mm	200013 - BRÜCKNER-WERKE KG	2012	468	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
702692 - Carrots dehydrated 82660 2mm	200013 - BRÜCKNER-WERKE KG	2012	728	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
702707 - Carrot dices 9x9mm	200013 - BRÜCKNER-WERKE KG	2012	480	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
400821 - Carrot 1mm	200013 - BRÜCKNER-WERKE KG	2013	702	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
702692 - Carrots dehydrated 82660 2mm	200013 - BRÜCKNER-WERKE KG	2013	2184	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
702707 - Carrot dices 9x9mm	200013 - BRÜCKNER-WERKE KG	2013	480	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
740134 - Onion powder toasted 5325000 Not active	200013 - BRÜCKNER-WERKE KG	2013	208.8	DE	Hamburg	LT-03154 Vilnius Hamburg
702692 - Carrots dehydrated 82660 2mm	200013 - BRÜCKNER-WERKE KG	2014	728	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
702707 - Carrot dices 9x9mm	200013 - BRÜCKNER-WERKE KG	2014	300	DE	Hamburg	Wendenstr.4   D-20097 Hamburg
400705 - Extract Turmeric liquid NOT ACTIVE	200015 - Estinger OÜ	2008	50	EE	Tallinn	Pikk 15  10123 Tallinn
400028 - Phosphate brine pH 8.7-9.1 (E450.451) 57-	200016 - Fosfa	2008	40500	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400756 - Phosphate Sausage pH 6.9-7.3 (E 450) 57-5	200016 - Fosfa	2008	105975	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400757 - Phosphate brine Masofos 690 Not active	200016 - Fosfa	2008	54000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400785 - Phosphate Masofos 480 Not active	200016 - Fosfa	2008	400	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400786 - Phosphate Masofos 470 Not active	200016 - Fosfa	2008	1300	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400028 - Phosphate brine pH 8.7-9.1 (E450.451) 57-	200016 - Fosfa	2009	82500	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400472 - Phosphate sausage pH 7.3 (E450)  59 % AF	200016 - Fosfa	2009	8000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400756 - Phosphate Sausage pH 6.9-7.3 (E 450) 57-5	200016 - Fosfa	2009	201200	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400785 - Phosphate Masofos 480 Not active	200016 - Fosfa	2009	400	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400786 - Phosphate Masofos 470 Not active	200016 - Fosfa	2009	900	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400832 - Phosphate brine medium solubility pH 9.5-	200016 - Fosfa	2009	3200	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
702718 - Phosphate Hamifos 300 (E451) NOT ACTIVE	200016 - Fosfa	2009	1600	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
702721 - Masofos 255 (E 450)	200016 - Fosfa	2009	16000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
702727 - Phosphate Masofos 470 Not Active	200016 - Fosfa	2009	600	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400028 - Phosphate brine pH 8.7-9.1 (E450.451) 57-	200016 - Fosfa	2010	123000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400472 - Phosphate sausage pH 7.3 (E450)  59 % AF	200016 - Fosfa	2010	54400	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400785 - Phosphate Masofos 480 Not active	200016 - Fosfa	2010	400	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400832 - Phosphate brine medium solubility pH 9.5-	200016 - Fosfa	2010	14400	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
702721 - Masofos 255 (E 450)	200016 - Fosfa	2010	127200	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
702727 - Phosphate Masofos 470 Not Active	200016 - Fosfa	2010	1800	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400028 - Phosphate brine pH 8.7-9.1 (E450.451) 57-	200016 - Fosfa	2011	105100	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400472 - Phosphate sausage pH 7.3 (E450)  59 % AF	200016 - Fosfa	2011	159950	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400832 - Phosphate brine medium solubility pH 9.5-	200016 - Fosfa	2011	8400	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
702721 - Masofos 255 (E 450)	200016 - Fosfa	2011	74150	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400028 - Phosphate brine pH 8.7-9.1 (E450.451) 57-	200016 - Fosfa	2012	180000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400368 - Phosphate SAPP pH 3.7-5 (E450) 63-64.5 %	200016 - Fosfa	2012	1000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400472 - Phosphate sausage pH 7.3 (E450)  59 % AF	200016 - Fosfa	2012	125500	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400832 - Phosphate brine medium solubility pH 9.5-	200016 - Fosfa	2012	14000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
702721 - Masofos 255 (E 450)	200016 - Fosfa	2012	102750	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
740120 - Hamifos 510(E450.E451) Not active	200016 - Fosfa	2012	4000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400028 - Phosphate brine pH 8.7-9.1 (E450.451) 57-	200016 - Fosfa	2013	198250	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400368 - Phosphate SAPP pH 3.7-5 (E450) 63-64.5 %	200016 - Fosfa	2013	6000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400832 - Phosphate brine medium solubility pH 9.5-	200016 - Fosfa	2013	21500	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
702721 - Masofos 255 (E 450)	200016 - Fosfa	2013	88250	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400028 - Phosphate brine pH 8.7-9.1 (E450.451) 57-	200016 - Fosfa	2014	80250	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400368 - Phosphate SAPP pH 3.7-5 (E450) 63-64.5 %	200016 - Fosfa	2014	10000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400832 - Phosphate brine medium solubility pH 9.5-	200016 - Fosfa	2014	11000	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
702721 - Masofos 255 (E 450)	200016 - Fosfa	2014	54750	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
740186 - Masofos 130	200016 - Fosfa	2014	750	CZ	Breclav-Postorna	Hranicni 26869141 Breclav-Postorna Breclav-Postorna
400760 - Fat Pflanzenfett 40 Not active	200017 - KS Kontor OÜ	2008	380	EE	Tallinn. 10416	Tööstuse 48a Tallinn. 10416
400071 - Stabilizing blend Xanthan. Guar (E 415. 4	200018 - Cargill Texturizing Solutions	2008	12000	DE	Hamburg	Ausschläger Elbdeich 62D-20539 Hamburg Hamburg
400071 - Stabilizing blend Xanthan. Guar (E 415. 4	200018 - Cargill Texturizing Solutions	2009	6400	DE	Hamburg	Ausschläger Elbdeich 62D-20539 Hamburg Hamburg
400071 - Stabilizing blend Xanthan. Guar (E 415. 4	200018 - Cargill Texturizing Solutions	2010	6300	DE	Hamburg	Ausschläger Elbdeich 62D-20539 Hamburg Hamburg
400071 - Stabilizing blend Xanthan. Guar (E 415. 4	200018 - Cargill Texturizing Solutions	2011	3200	DE	Hamburg	Ausschläger Elbdeich 62D-20539 Hamburg Hamburg
400071 - Stabilizing blend Xanthan. Guar (E 415. 4	200018 - Cargill Texturizing Solutions	2012	7100	DE	Hamburg	Ausschläger Elbdeich 62D-20539 Hamburg Hamburg
400071 - Stabilizing blend Xanthan. Guar (E 415. 4	200018 - Cargill Texturizing Solutions	2013	6800	DE	Hamburg	Ausschläger Elbdeich 62D-20539 Hamburg Hamburg
400071 - Stabilizing blend Xanthan. Guar (E 415. 4	200018 - Cargill Texturizing Solutions	2014	3650	DE	Hamburg	Ausschläger Elbdeich 62D-20539 Hamburg Hamburg
